text_id	text	task_1	task_2	task_3
hasoc_en_3202	@HillaryPix I love her - sad to think what we missed out on.. #FuckTrump	NOT	NONE	NONE
hasoc_en_3203	@ICC Icc Want Not any Asian Team come in Semi Final.    Not any Single match of England effected by rain.    #ShameOnICC	NOT	NONE	NONE
hasoc_en_3204	I love it,   But I'll never trust 'the polls' ever again.    #FuckTrump https://t.co/N6rIaWTNNZ	NOT	NONE	NONE
hasoc_en_3205	Here is a prime example of the #Libtards we see, like @ReallySwara . The folks on this flight helped a #Convicted #Child #Rapist get more days at her Majesty's expense | https://t.co/tQNeErGfq1 | #YakubAhmed	NOT	NONE	NONE
hasoc_en_3206	@pankhuripathak @myogiadityanath @Uppolice Govt of India &amp; #Police sud act strictly n treat   1. #Terrorist supporter as #Terrorist   2.#Rapist supporter as #Rapist   3.Hate/Rumor spreader supporter n haters either be Politician like @pankhuripathak or @rssurjewala or #tukdetukdegang @kanhaiyakumar @UmarKhalidJNU or else	HOF	HATE	TIN
hasoc_en_3207	Who gets the #dickhead 🦆😏( Can't find emoj)iof the week award? Me, of course..for agreeing to do @BigRomanceBar @dublinrecordclub show next Wed when I'm not even here. Sorry #graham Smith for messing you about. We'll sort out another date, if you haven't lost patience already.	NOT	NONE	NONE
hasoc_en_3208	@MrJonCryer So his “joke” about her committing treason was referring to her sex strike; or did I misunderstand? Because that’s kind of gross 😒 Then he had the gall to insult her acting too? #douchebag	NOT	NONE	NONE
hasoc_en_3209	Killer Robert shulman   A Headless corpse with its legs severed was discovered at the Brooklyn recycling plant #murderer #deathrow #truecrimeaddict #crimebydesign https://t.co/2uhFvRfv9V	NOT	NONE	NONE
hasoc_en_3210	Mahendra Singh Dhoni's love for the Nation, Armed Forces and Soldiers has been intact which is truly commendable. He is Nation's Hero. No one represents our Country better than him. I stand with @msdhoni  #DhoniKeepsTheGlove #DhoniKeSaathDesh   #IndiaWithDhoni https://t.co/Bhcs6urzQ6	NOT	NONE	NONE
hasoc_en_3211	Where the hell was Indian Medical Association, when more than 60 children died due to lack of Oxygen in Gorakhpur in just 24 hours #DoctorsFightBack #DoctorsUnderOppression #Gorakhpur	NOT	NONE	NONE
hasoc_en_3212	@JasonOverstreet @ewarren @ewarren ALL the way... to the @WhiteHouse 💥 #FUCKTRUMP	NOT	NONE	NONE
hasoc_en_3213	Nature and urban. Dancing together like in harmony. I think we ALL just learned something. Didn’t we. From not just nature. Not just urban. But from... the dance :) #rainbow #myafternoonwalk #dickhead https://t.co/NW9zxJuR1J https://t.co/2f9goqwTbw	NOT	NONE	NONE
hasoc_en_3214	@karoljeanne11 @Psychictaxi @MrsUsa3 @RED_IN_PA @Real_AzKyle @judgejed1 @TwistedOne96 @rogueranger23 @Randal68052371 @RickLRobbins @unctarheels5633 @wwoodward921 @JoItalia_PhD @cyberwalkers @saywhn @david92264 @KirolosSam @Long1Ryder @SRex41563921 @RomesburgJeremy @Truthseaker10 @mystormee @01ravenking @POTUS @AnthonyGuidera @imthemommy6 @NationalistOf @staggerlee422 @johninphx @kay89266490 @roseandkim @TakebackUSA2 @mysterypatriot7 @Pinkie_CLC @az_grl @AZk8LovPet @donjean13 @LindaMusgrove9 @NikkythaBee @LoveCovfefe2020 @KittyCa29252463 @Jasmine8137488 @tonnabonnona @hummingbird102 @SuzieMcCloud @james960909 @shabeau2 @RealReginaC @ConiJSteel .  Holy SH*T!!!  Gotta agree with BOTH you patriots on that #DoucheBag!    I’m just gonna leave this here...⤵️⤵️🤣😂🤣    #PrimaryRomney  #DrainTheSwamp https://t.co/73ntQFBRGd	HOF	PRFN	TIN
hasoc_en_3215	@ShobhaBJP Madam why you never spoke about #TGSFraud &amp; #DreamzGKfraud ,Today you talk about #IMAFraud bz they financed PFI?Sachin naik and his team financed election funding for @BJP4Karnataka ?	NOT	NONE	NONE
hasoc_en_3216	Literally, blood was shed. In the end no money was raised for charity, but the Kennedy assassination was solved.    https://t.co/WtETOwX0Cc    #FlashbackFriday #2016Election #VoteBlueAndBringAFriend #VoteBlueToSaveAmericanDemocracy #TrumpIsATraitor #VoteEarly #NovemberIsComing #FBR https://t.co/Tkzps1HkKs	NOT	NONE	NONE
hasoc_en_3217	Mamata didi thinks herself as a 'Mastaans' n hd been bulldozing every institutions,which comes her way.She feels tat jst bcos she is a CM, she cn do anything she wants n cn use her power ruthlessly 2 stop any dissenting voice.  It's shameful @MamataOfficial didi  #DoctorsFightBack	HOF	HATE	TIN
hasoc_en_3218	Imagine a world in which @realDonaldTrump isn't the biggest scumbag in it.    Go ahead and try.  It's impossible.    One day these men will have justice.  One day America will have justice.    #FuckTrump https://t.co/IzR4JT91Zt	NOT	NONE	NONE
hasoc_en_3219	The University of Alabama Will Return $21.5 Million After the Donor Denounced the State’s Abortion Law #Resist #ResistTrump #FuckTrump https://t.co/j7sgcq4rAd	NOT	NONE	NONE
hasoc_en_3220	@seattletimes @Pauledroberts He should be tarred and feathered! No more @SteMichelle 🍷for me. 🖕 #boycott #murderer	HOF	HATE	TIN
hasoc_en_3221	Trump Sides With North Korea Against the CIA #Resist #ResistTrump #FuckTrump https://t.co/RpLoZVCS5r	NOT	NONE	NONE
hasoc_en_3222	@mlfinches @mikeedw56668977 Happy #JohnMcCainDay !!    #TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_3223	@realDonaldTrump Hard pass on anything you’d recommend. But I did order this one:  https://t.co/kdWNLSh0Cn  #FuckTrump	NOT	NONE	NONE
hasoc_en_3224	@ImranKhanPTI Then arrest #FaisalVawda, #AleemKhan, #JahangirTareen &amp; your sister #AleemaKhan.     @FaisalVawdaPTI, @aleemkhan_pti, @JahangirKTareen   @OfficialDGISPR @ArifAlvi   #PMIKAddress #PMIK   #ImranKhan #PTI   #ImranHataoMulkBachao #PTIMF	NOT	NONE	NONE
hasoc_en_3225	@NBCNews Exclusive: This #douchebag likes our #douchebag @potus  Maybe they can get adjoining cells.  #PrisonForTrump	NOT	NONE	NONE
hasoc_en_3226	@MamataOfficial to amend laws to bring more insiders like #Rohingyas and #Bangladeshis into medical education and send outsider Indians out !  #SaveBengal #Savethedoctors #MamataBanerjee losing control over #WestBengal #DoctorsFightBack	NOT	NONE	NONE
hasoc_en_3227	@loretta_stiles @54cpo @tonyschwartz @gtconway3d Have you read the Mueller Report? You can randomly pick a page and it's shocking how grimy he and his associates behaved. #trump #TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_3228	@realDonaldTrump I’m definitely feeling harassed by you at this point. So we finally agree on something! #PresidentialHarassment #MyPresidentIsHarassingMe #FuckTrump #WhoseTheCreeperInTheWhiteHouse	NOT	NONE	NONE
hasoc_en_3229	This is patriotism.And Dhoni has the right to use it.But what icc doing is absolutely worse...I,we support Dhoni...  #DhoniKeepsTheGlove   @msdhoni   @ICC	NOT	NONE	NONE
hasoc_en_3230	Did the intelligence committee find any intelligence in @DonaldJTrumpJr ? Asking for people who don't lie to congress. #TrumpIsATraitor #TrumpMustResign	NOT	NONE	NONE
hasoc_en_3231	@LanceForman ffs ... when did Brits start calling their kids 'Lance' ?!    What next - 'Chip', 'Buck' or 'Forrest' ?    #dickhead #Braindead	NOT	NONE	NONE
hasoc_en_3232	@sineadrousse @NSRoundtable @ofirgendelman Trump is a #racist and a #rapist! #KatieJohnson	NOT	NONE	NONE
hasoc_en_3233	@GOP Hard pass.  #TrumpIsATraitor https://t.co/WqnxlUWt1Y	NOT	NONE	NONE
hasoc_en_3234	So you guys are finally starting to call Putin, 'God'?    #Putin #TrumpIsATraitor https://t.co/3cQ6dvrIbN	NOT	NONE	NONE
hasoc_en_3235	@realDonaldTrump TRAITORS THROUGH AND THROUGH. #FUCKTRUMP #AmericansForImpeachment https://t.co/HSl7cRFN2s	HOF	HATE	TIN
hasoc_en_3236	And for my next roll 🎭 .... say hello to #Liz ... she’s #belting ... and well a #murderer 🤷🏻‍♀️ #Chicago #chicagothemusical #amateur #musical #theatre ❤️🎶🎭 #Wilton https://t.co/kCqHx7PZqv https://t.co/HeC3jZVsgf	NOT	NONE	NONE
hasoc_en_3237	#DhoniKeepsTheGlove instead of focusing on Dhoni’s gloves ICC should focus on improving umpiring.	NOT	NONE	NONE
hasoc_en_3238	Why the FUCK did Doris mention demar lmfaooooo. #dickhead	HOF	PRFN	TIN
hasoc_en_3239	I can’t watch When They See Us again I get too damn angry and I cry every time throughout the whole series. #FuckTrump	NOT	NONE	NONE
hasoc_en_3240	#AMERICA didn’t even win the #NBAFinals. Thanks #Trump #FuckTrump	NOT	NONE	NONE
hasoc_en_3241	Becaaauuusssse ... thinks to self *I'm lying right now* #TrumpIsATraitor #TrumpRussia https://t.co/H1OJgA0Mr2	NOT	NONE	NONE
hasoc_en_3242	@mrchrisjohn @YvonneGetcarter Like Trump, Bozo Johnson responds positively to sycophantic praise. #BorisJohnsonShouldNotBePM #GetTheToriesOut https://t.co/GmGVuH9hKq	NOT	NONE	NONE
hasoc_en_3243	Beat me to it.    #DoucheBag https://t.co/MSB8ympIsg	NOT	NONE	NONE
hasoc_en_3244	Surely there are bigger fish to fry you bell-end?!!? @BorisJohnson #ToryLeadership #BorisJohnsonShouldNotBePM #borisjohnson https://t.co/hEbm6hoKn7	HOF	HATE	TIN
hasoc_en_3245	@TheRealOJ32 Wow, amazing you can even look in the public eye, OR your public LIE!  #MURDERER	HOF	HATE	TIN
hasoc_en_3246	@JustinTrudeau And you throw away millions of our tax dollars EACH DAY !   And lately to kill babies in the womb worldwide.  #Murderer.	NOT	NONE	NONE
hasoc_en_3247	@realDonaldTrump I hate @comcast #They killed or had someone kill my mom. I swear to #God and I have @PTSD from it. I wouldn’t just say that on @Twitter or #Facebook. My mom died at 61 and was completely over heart failure and goes to #Jamaica and the next week she dies on the toilet. #Murderer	NOT	NONE	NONE
hasoc_en_3248	He probably.. or should've got mashed on.  #forsure #dickhead https://t.co/2WcA0tH9HW	HOF	HATE	TIN
hasoc_en_3249	@MattHancock I thought you have a spine. Then you supported #emptychairBoJo. And then I realised you can't have a spine, you are a Tory. #BorisJohnsonShouldNotBePM #borisbehindbars #ToriesOut #PeoplesVote #RevokeArticle50 #RevokeA50	HOF	HATE	TIN
hasoc_en_3250	Said one con man to another #bogus #fraud #scam #corruption #TrumpIsATraitor https://t.co/seBBoFo3Hy	NOT	NONE	NONE
hasoc_en_3251	@Salon @realDonaldTrump isn't only a gangster but #DelusionalDonald #TrumpIsATraitor #TrumpsAnInternationalDisgrace #TrumpsWorseThanNixon #TrumpIsADisgrace #TrumpIsAFraud #TrumpIsAMoron #TrumpIsTheEnemyOfThePeople #TrumpIsANationalSecurityThreat that's why #TrumpCrimeFamilyMustGo https://t.co/ecp9b3CAeb	HOF	OFFN	TIN
hasoc_en_3252	The only serving this douchebag should be doing is a prison sentence. #ReincePreibus #Douchebag #TuesdayThoughts https://t.co/KbZ38pi8pl	NOT	NONE	NONE
hasoc_en_3253	#DoctorsFightBack  Give them proper environment https://t.co/sZaLkCdnsL	NOT	NONE	NONE
hasoc_en_3254	@BrantleyLesoy @IngaZorin111 Only after you apologize for being a race-baiting, brain dead #douchebag     BTW - Black folks were the originators of the Black Slave market in the US, so are they going to apologize to each FIRST?     #youarepathetic	NOT	NONE	NONE
hasoc_en_3255	@PeterDilworth1 @jeremycorbyn @Andrew_Adonis @SeumasMilne @BenPBradshaw @LenMcCluskey @Keir_Starmer @EmilyThornberry @BarryGardiner @johnmcdonnellMP @RLong_Bailey @AngelaRayner @HackneyAbbott @UKLabour Let's wait till #BorisJohnsonShouldNotBePM will explain it for us 👍😂🤮🤦‍♂️	NOT	NONE	NONE
hasoc_en_3256	I’ve seen racer chases in women but this guy on your left is definitely a driver chaser.   #looser #whenthemoneyrunsupyouwillbeforgotte #nascar #douchebag #wannabe #sucks #greatjobatbeingadouchebag https://t.co/4CO1Pv2OeF	NOT	NONE	NONE
hasoc_en_3257	#ShameOnICC why icc choose England.....try next time sudan	NOT	NONE	NONE
hasoc_en_3258	What he really means is 'Jesus would never allow #Trump &amp; #Pence...'  #Dickhead &amp; #Dickless are PROFESSIONAL SINNERS! https://t.co/NmqxhE4QOZ	HOF	HATE	TIN
hasoc_en_3259	This right here is another justified reason for me to say #FuckTrump https://t.co/iEZS4Mxbqr	NOT	NONE	NONE
hasoc_en_3260	@msdhoni @ICC @BCCI Hi please keep wearing balidan badge gloves in next matches too, we all are in your support as we know that this is nothing against ICC rule, we all have proud on you Dhoni bhai.  #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_3261	@pastramimachine This lobster is obviously smarter then pres.Trump #TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_3262	@JohnFetterman @GovernorTomWolf @realDonaldTrump Damn right Mr. Fetterman! Pennsylvania is gonna be one of the deciding states that purge Trump and his Repugnant party from office! We are going to be a solid 🔵 BLUE state again! #FuckTrump	NOT	NONE	NONE
hasoc_en_3263	simply put, trump doesn't give a fatflyingfuck about our national security. he's oblivious to the fact that his actions, and/or lack of, have put in peril every person on the planet, all to feed his ego fantasy of being king of the world. #fucktrump https://t.co/pKkz4tcfBv	HOF	PRFN	TIN
hasoc_en_3264	Everybody needs to know what's behind the front #BorisJohnson presents - do we want this man as our next Prime Minister? #BorisJohnsonShouldNotBePM https://t.co/MO6qOk3hQK	NOT	NONE	NONE
hasoc_en_3265	While BENGAL BURNING, CM OF TMC NOT WB, went for party development meeting?? She is the murderer of democracy TOTALLY EXPOSED sheltering MUSLIM TERROR GROUPS in south Bengal to HAMMER HINDUS @AmitShah @rashtrapatibhvn silent? @PMOIndia #DoctorsFightBack CM is mentally sick	HOF	HATE	TIN
hasoc_en_3266	@rajnathsingh ji are presstitutes authorised to belittle/disrespect the Officers &amp; their armed forces under the garb of journalism?     #DhoniKeepsTheGlove https://t.co/sCZM4G4Ntv	NOT	NONE	NONE
hasoc_en_3267	@Arijitk25738833 @cricketworldcup @ICC @ECB_cricket @englandcricket @BCCI Nonsense. Weather predictions now a days has improved such that you can predict fairly well before 15 days. What @icc is doing?? Sleeping or planning for some post match interviews... Shame on those supporting stupid #icc #ShameOnICC	HOF	HATE	TIN
hasoc_en_3268	Biden leading Trump by 16 in Pennsylvania  Biden leading Trump by 10 in Wisconsin  Biden leading Trump by 7 in Florida  Trump leading Biden by 2 in Texas    #FuckTrump https://t.co/J3vimNrMwz	NOT	NONE	NONE
hasoc_en_3269	@realDonaldTrump FAKE post from the FAKE/ILLEGITIMATE President!    #TrumpIsATraitor   #TrumpIsADisgrace   #ImpeachTrumpNow	HOF	OFFN	TIN
hasoc_en_3270	@Restart_512 @Restart_iran201 @realDonaldTrump @foxandfriends @FoxNews This is not a GREAT president! #fucktrump #trumpsanidiot #resist #DerangedDonald #TrumpCriminalInvestigations #ImpeachDonaldTrumpNOW https://t.co/DVC2HSWdi1	HOF	HATE	TIN
hasoc_en_3271	@megan_thescript @LittleMissLizz Today at the bank an old lady asked me to help check her balance... So I pushed her over. 🤷‍♂️    These are my dogs, Sophie and Maggie.  #FuckTrump https://t.co/Dw9Mv4kDv3	NOT	NONE	NONE
hasoc_en_3272	Many a time, we Indians chooseour hearts over our heads. Holding tight all that we believe in, we confidently tread beyond the realm ofrational thinking. #ShameOnICC #FridayFeeling #FridayMotivation #BloodDonation https://t.co/rLtFeGVdvv	NOT	NONE	NONE
hasoc_en_3273	The best part about #HappyJohnMcCainDay is that it is #JohnMcCainDay and not Trump Day. #FuckTrump. https://t.co/OSOXErbXZ7	NOT	NONE	NONE
hasoc_en_3274	#TMC 's MP Dr Santanu Sen just repeats version of #MamataBanerjee the 'outsiders' !!    Don't get back, continue #DoctorStrike until #WestBengal CM apologize publicly   #SaveTheDoctors   #SaveBengal   #DoctorsFightBack	NOT	NONE	NONE
hasoc_en_3275	@realDonaldTrump Happy Birthday 🎉🎊🎂 from your nemesis John McCain 😁🤥🤣  today, your age = your IQ 🤪🤣🤥😂🤣  #ImpeachTrump   #JohnMcCainDayJune14   #TrumpIsATraitor   #ImpeachTrump   #JohnMcCainDayJune14   #TrumpIsATraitor   #ImpeachTrump   #JohnMcCainDayJune14   #TrumpIsATraitor https://t.co/ginSRehlBj	NOT	NONE	NONE
hasoc_en_3276	@SenTedCruz Didnt you vote to repeal Sanction for Oleg Deripaska and Rusal? Doesnt Rusal process Aluminum for Nuclear Devices? Do you work for the US or Russia? Hypocrite Much? #TrumpTantrum #TrumpIsATraitor #TrumpCrimeFamily #TrumpConcentrationCamps #TrumpCriminalInvestigations	HOF	HATE	TIN
hasoc_en_3277	@realDonaldTrump #dickhead Donald is a #disgrace to The USA not so much to his family because they are all #criminals like #Individual1 who makes disgusting statements EVERY single day. On American or Foreign soil. #LockHimUp #VoteBlue2020 #ImpeachTrumpNow	NOT	NONE	NONE
hasoc_en_3278	40,000 (Forty Thousand) people died in America last year because of guns and Donald Dumbnuts here thinks London needs a new Mayor because of knife crime.  He would do well to understand why knife crime is on the rise in the UK and strengthen gun laws in USA.  #dickhead	NOT	NONE	NONE
hasoc_en_3279	Please educate your son, it will deteriorate the chances of him becoming a #rapist. #JusticeForTinkleSharma	NOT	NONE	NONE
hasoc_en_3280	@OblivionVivian No he's not.   #Assange is not a #rapist  https://t.co/M4sfW7csXC	NOT	NONE	NONE
hasoc_en_3281	@SBSNews He should have received the death penalty as did his victim. #Murderer	NOT	NONE	NONE
hasoc_en_3282	The #MohamedSalah effect: Reduced #HateCrimes and #AntiMuslim tweets    Familiarity breeds acceptance and understanding, and prevents the dehumanisation of people who differ in some way from ourselves    #DiversityInclusion     https://t.co/88iBnPKvwc	NOT	NONE	NONE
hasoc_en_3283	@NOLAnews All these states legalizing Medically Assisted Suicide But won’t Legalize #Castrating #Rapist	NOT	NONE	NONE
hasoc_en_3284	😂😂😂😂😂😂 fucking dumbass. He's probably never even finished a book. #TrumpsWorseThanNixon #TrumpsAnInternationalDisgrace #TrumpIsNotAboveTheLaw #TrumpIsAMoron #TrumpIsATraitor https://t.co/AEWxZSjtXv	HOF	PRFN	TIN
hasoc_en_3285	@TheRealOJ32 Wow, you are bold. #murderer	NOT	NONE	NONE
hasoc_en_3286	Good riddance to this lying sack!  #TrumpIsATraitor   #TrumpMustResign   #JohnMcCainDay   #SarahSandersResigns https://t.co/iNe4UKeee4	HOF	HATE	TIN
hasoc_en_3287	#Assange is not a #rapist  https://t.co/M4sfW7csXC	NOT	NONE	NONE
hasoc_en_3288	Because bill is so smart, he fell for one of the most known parody accounts. #dumbass #fucktrump #fucktheGOP https://t.co/li9lmD60hR	NOT	NONE	NONE
hasoc_en_3289	#JohnMcCainDay not @realDonaldTrump day.  #FuckTrump https://t.co/fpBxa14G7S	NOT	NONE	NONE
hasoc_en_3290	@RepDougCollins @TheJusticeDept Look what's trending:  #JohnMcCainDay #JohnMcCainDayJune14 #JohnMcCainDayJune14th #JohnMcCainAmericanHero   vs.  #TrumpIsATraitor #TrumpTreason  #TrumpsAnInternationalDisgrace #TrumpResignNow #TrumpCriminalInvestigations #TrumpCrimeSyndicate #TrumpCrimeFamily #TrumpNatSecRisk   🇺🇸	NOT	NONE	NONE
hasoc_en_3291	#FuckTrump💩  #FuckPompeo💩    Vijay Prashad: U.S. Rushes to Blame Iran for Tanker Attacks as Much of World Pushes for Diplomacy https://t.co/BYraWUwKIQ via @democracynow	NOT	NONE	NONE
hasoc_en_3292	#ShameOnICC     What rain gods give is slap on #ICC for sloppy schedule.     I wish the #ICC show at least 10% of the intend on conducting #ICCWC2019 that they have shown on  Dhoni gloves.    It is #ShameOnICC that Rain, Toss &amp; D/L would be the  contenders for the Man of the series.	NOT	NONE	NONE
hasoc_en_3293	@ABCWorldNews @GStephanopoulos @ABC @marykbruce It’s about time. Reagan is probably rolling over in his grave over the treasonous acts of this POTUS @SpeakerPelosi said she was going to get thing done &amp; not go easy on this admin. What is going on? He is a danger to our security. #TrumpIsATraitor #TrumpsAnInternationalDisgrace	NOT	NONE	NONE
hasoc_en_3294	@77turnbull @RobertGEdge @C4Debate Some mischievous Labour whip probably promised lap dancers. #BorisJohnsonShouldNotBePM https://t.co/zC8ZnzDioH	NOT	NONE	NONE
hasoc_en_3295	@AuntieJ10 @Lou_S_Stools @NancyGrace He’s trying to BE relevant. #Murderer	NOT	NONE	NONE
hasoc_en_3296	@KellyannePolls to Leave @WhiteHouse Immediately and Begin New Job at Kremlin    https://t.co/4NZ3HtqCdk    #FuckTrump #ImpeachTrumpNow	NOT	NONE	NONE
hasoc_en_3297	Longterm solution such as pressurising central govt. to make a bill about safety of your workspaces and overall more attention to healthcare.Don't make this a fight betwn TMC&amp;bjp otherwise the crux of the protest will be lost and such incident will happen again #DoctorsFightBack	NOT	NONE	NONE
hasoc_en_3298	Of all the world leaders he consulted with, one stood above all... This summer, Little Donald Drumpf embarks on his greatest adventure... #fucktrump #notmypresident https://t.co/3mXukudLPl	NOT	NONE	NONE
hasoc_en_3299	@StephenBright @oakaged22 It should be National John McCain day because #FUCKTRUMP !!!	NOT	NONE	NONE
hasoc_en_3300	Carry on doing your job this is what is wrong in the world no respect for anybody and he is in the public eye #dickhead https://t.co/jEvDnLR6wt	NOT	NONE	NONE
hasoc_en_3301	Happy #JohnMCainDay @realDonaldTrump #IdiotTrump #TraitorTrump	NOT	NONE	NONE
hasoc_en_3302	@Third2firstworl @BorisJohnson Don't be ridiculous! He is seeking the job of leading the country &amp; should be accountable to his stakeholders. I  regularly attend customer/stakeholder events &amp; am expected to be well prepared, honest &amp; transparent - or I would be sacked. #BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_3303	@joncoopertweets Trump doesn’t pay his bills - he never has and never will - u must sue him in court #TrumpIsATraitor #45IsAcriminal #TrumpCrimeFamily #McConnellMustGo #McConnellChaoCorruption	HOF	HATE	TIN
hasoc_en_3304	Trump asserts executive privilege over Census documents. THIS IS TOTAL FUCKING BULLSHIT!! Are there no limits to the power of this DICTATOR?! What are the grounds for the executive privilege? #FuckTrump  https://t.co/WTkOpkLMit	HOF	PRFN	TIN
hasoc_en_3305	@SecPompeo #USAisTerrorists  #FakeNews  #WarCriminals  #FalseFlag  #Liars  #Iraq #WMD  #Lybia   #Syria  #Afghanistan #PoppyFields  #Venezuela   #Chile #Pinochet  #USRegimeChangeWars  #Washington threat to world peace  #StopArmingTerroristsAct  #OperationNorthwoods   #911InsideJob  #JFK   #FuckTrump	NOT	NONE	NONE
hasoc_en_3306	'It´s a problem of trust.'   #BorisJohnsonShouldNotBePM https://t.co/67GXK0er2j	NOT	NONE	NONE
hasoc_en_3307	.@realDonaldTrump is the #WorstPresidentEver     #TrumpIsATraitor     #LiarinCHIEF    #VoteBlueToEndThisNightmare     Why does the .@GOP condone any candidate to accept FOREIGN INTEL in order to CHEAT?    TRUMP sent a signal to all FOREIGN OPERATIVES, I am ready to spit on Ethics! https://t.co/kKgDZRYigH	NOT	NONE	NONE
hasoc_en_3308	Just asking 'If Mamata Banerjee herself falls ill,  who would treat her? '    #MamataBanerjee #MamataLosingControl #MamataFrustrated #DoctorsProtest #DoctorsStrike #DoctorsFightBack #WestBengal	NOT	NONE	NONE
hasoc_en_3309	@ICC writing letters to @BCCI about Dhoni's gloves, writing to Holding to not be frank, but their laptops dissappear when it comes to responding to SL board - https://t.co/oJsYjJJKTg . What kind of nitwits run @ICC ? #ShameOnICC	NOT	NONE	NONE
hasoc_en_3310	#ENGvWI  #ShameOnICC   I love hearing voice of Michael Holding     One thing I love abt him he is honourable Man.  Man live by dignity.	NOT	NONE	NONE
hasoc_en_3311	@NegarMortazavi @csdickey ”At the end of the day they (wars) are about little girls in fiberboard coffins.” #FuckTrump and US foreign policies. It’s all about others little girls in coffins.	NOT	NONE	NONE
hasoc_en_3312	@shepnewsteam is explaining the law of supply and demand pertaining to umbrellas during rainstorms?  GTFO you moron.  #FoxNews #Douchebag	HOF	PRFN	TIN
hasoc_en_3313	Dear @ICC arrange a boat race championship in flooded grounds instead of @cricketworldcup n give the trophy to our captain, as no team can match our fittest  @imVkohli n his men in any sports  #ShameOnICC @BCCI  #ENGvWI https://t.co/3nelVXi3oc	NOT	NONE	NONE
hasoc_en_3314	#TrumpIsATraitor   #ImpeachTrumpNow   You have accomplished NOTHING except TOTAL DESTRUCTION of the  achievements of your Respected Predecessor which benefitted the USA. You are DEMOLISHING everything THAT MADE AMERICA GREAT.   YOU REALLY ARE AN UTTER MORON. https://t.co/jFTIqRaPl2	HOF	PRFN	TIN
hasoc_en_3315	#TrumpIsATraitor &amp; engaging in criminal activities while the GOP Senate condones it &amp; remain silent! https://t.co/Im7FUcfTdP	HOF	OFFN	TIN
hasoc_en_3316	Couldn’t get around @SteveBuckwalter so @WindomChris decided to just flat out take him out. Nice move there bud #dickhead	NOT	NONE	NONE
hasoc_en_3317	@chelseahandler I’ve already blocked #OJSimpson There is nothing that he has to say that I want to know #murderer #felon	NOT	NONE	NONE
hasoc_en_3318	@MalcolmNance @montanaisthebes I agree with malcolm nance, Pompeo and Bolton are war mongers who are looking for a distraction away from trump and his crime family. #Resist #VoteBlue #ImpeachTheMF #trumpisaloser #FuckTrump	HOF	HATE	TIN
hasoc_en_3319	@Change @LisaVanderpump @RepHastingsFL Signed previously and YES, The WHOLE W🌎RLD Wants This Hell, Horror and Heartbreak To End Already!!!  Send Emails To @realDonaldTrump👇  https://t.co/WYzQGtlK7D  #ChinaTradeDeal  #YulinDogMeatFestival   #STOPYULIN  #China  #EndDogMeatTrade  #BoycottChina https://t.co/rx2R7A9XWf	NOT	NONE	NONE
hasoc_en_3320	@pastorlocke UR FAKE PRESIDENT SUPPORTS ALL OF THE ABOVE #PROSTITUTES #ADULTERER #PUTTINGKIDSINCAGES #LYING #STEALING #CHEATING #RACIST #RAPIST #ABUSER #KKK this is the evangelical cr@p... all lies to makes huge $$$$$	NOT	NONE	NONE
hasoc_en_3321	@cabodude @PalmerReport Quack Quack Quack    #fucktRump	NOT	NONE	NONE
hasoc_en_3322	@realDonaldTrump America WAS always great until YOU ruined it! You’re no leader!     All you are is an over bloated bovine with foul breath, no honor, no principles, no integrity, no dignity and certainly no morals!     #FuckTrump	HOF	HATE	TIN
hasoc_en_3323	Save 53% on boAt Rockerz 255 Sports Bluetooth Wireless Earphone. Click here 👇to buy now for just ₹1,399 on #amazonIN , DM us the purchase screenshot &amp; get additional cashback of ₹50 exclusively from @BrochureLive     #IndiaWithDhoni #DhoniKeSaathDesh #WWESSD #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_3324	Great Job ⁦@realDonaldTrump⁩ .  Too bad ⁦@BarackObama⁩ and ⁦@JohnKerry⁩ didn’t work out a successful plan to keep Iran from getting nuclear weapons before they left office....wait, they did.  #FuckTrump #DerangedDonald #ImpeachTrump https://t.co/e8MkRiby2s	NOT	NONE	NONE
hasoc_en_3325	Could this be our new Prime Minister who will unite the country? #RichWhiteManPrivilege #DickHead  https://t.co/ByBlT939Zs	NOT	NONE	NONE
hasoc_en_3326	We proud of u @msdhoni We all aupport you , our country support you ,we are with you..😘😘😘😘🇮🇳🇮🇳  #DhoniKeSaathDesh   #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_3327	@SenSchumer DO NOT FORGOT YOU WANYED BORDERS CLOSED AND ILLEGALS OUT. #DICKHEAD	NOT	NONE	NONE
hasoc_en_3328	Befitting reply to the section of media only looking for controversy. #DhoniKeepsTheGlove #dhonigloves https://t.co/BtT9G2yYJ1	NOT	NONE	NONE
hasoc_en_3329	Dear @ICC  pls concentrate on real issues. Don't make issues. @BCCI #ICCWC2019 #DhoniKeepsTheGlove  #Dhonikesaathdesh https://t.co/AoYkx8obob	NOT	NONE	NONE
